file,block,n_tokens,speaker,source,translation
dom2Mary_L02.mes,26,33,주인공,(マリーさんって、いったいどんな<6E5C>世界に身を置いてるんだ……?)<485C>,
dom2Mary_L03.mes,0,4,UNKNOWN_44,ワン!<485C>,
dom2Mary_L03.mes,1,8,주인공,よう、アントン<485C>,
dom2Mary_L03.mes,2,7,Mary,……<이름:3131>君か<485C>,
dom2Mary_L03.mes,3,31,주인공,どうしたんですか、マリーさん.<6E5C>一瞬怖い顔になってたけど……<485C>,
dom2Mary_L03.mes,4,10,Mary,……なんでもないわ<485C>,
dom2Mary_L03.mes,5,15,주인공,もしかして、お仕事と関係が?<485C>,
dom2Mary_L03.mes,6,47,Mary,<이름:3131>君……どういうつもりか<6E5C>知らないけど、<485C>私のことに首を突っ込むのは<6E5C>やめてくれないかしら<485C>,
dom2Mary_L03.mes,7,38,Mary,これは警告よ.あなたの身の安全の<6E5C>ために言ってるの.<6E5C>これ以上関わらないで<485C>,
dom2Mary_L03.mes,8,28,주인공,そ、そんなに危ないことを<6E5C>やってるんですか、マリーさん<485C>,
dom2Mary_L03.mes,9,33,Mary,そう.あなたのように表の世界で<6E5C>生きている人にはわからない世界よ<485C>,
dom2Mary_L03.mes,10,11,주인공,こ、殺し屋……とか?<485C>,
dom2Mary_L03.mes,11,15,Mary,アハハハ、すごいこと言うわね<485C>,
dom2Mary_L03.mes,12,4,주인공,……?<485C>,
dom2Mary_L03.mes,13,17,Mary,すごい発想ね、思わず笑っちゃった<485C>,
dom2Mary_L03.mes,14,36,Mary,そうなの、私、殺し屋を<6E5C>やってるのよ.<6E5C>だから、もう私に近づかないでね<485C>,
dom2Mary_L03.mes,15,5,Mary,B<080C><0704>!<485C>,
dom2Mary_L03.mes,16,5,UNKNOWN_44,クゥ~ン<485C>,
dom2Mary_L03.mes,17,16,주인공,な、慰めてくれてるの、アントン<485C>,
dom2Mary_L03.mes,18,35,주인공,(犬に同情されてしまった…….<6E5C>そんなにおかしなこと言ったかな?<6E5C>)<485C>,
dom2Mary_L03.mes,19,70,주인공,(じつはマリーさんの仕事って……<6E5C>スナイパー?いや、それじゃ<6E5C>殺し屋と変わんないか)<485C>(スパイ、秘密警察、<6E5C>正義の味方……わからないなぁ)<485C>,
dom2Mary_L04.mes,0,29,주인공,(すっかり遅くなっちゃったな.<6E5C>またほたるに怒られるよ)<485C>,
dom2Mary_L04.mes,1,9,주인공,(急いで帰ろう)<485C>,
dom2Mary_L04.mes,2,8,[효과음/내레이션],タッタッタ……<485C>,
dom2Mary_L04.mes,3,5,UNKNOWN_44,バウ!!<485C>,
dom2Mary_L04.mes,4,15,주인공,!<020A>あれ、アントンじゃないか<485C>,
dom2Mary_L04.mes,5,25,주인공,え、おい、ちょっと……<6E5C>ズボンを引っ張るなって!<485C>,
dom2Mary_L04.mes,6,6,UNKNOWN_44,ワンワン!<485C>,
dom2Mary_L04.mes,7,5,주인공,なんだ?<485C>,
dom2Mary_L04.mes,8,11,[선택지],ついて行くエサをあげる,
dom2Mary_L04.mes,9,28,주인공,わ、わかったよアントン、<6E5C>ついて行くから引っ張るなって<485C>,
dom2Mary_L04.mes,10,4,UNKNOWN_44,ワン!<485C>,
dom2Mary_L04.mes,11,8,[효과음/내레이션],タッタッタ……<485C>,
dom2Mary_L04.mes,12,6,UNKNOWN_44,ワンワン!<485C>,
dom2Mary_L04.mes,13,12,주인공,!<020A>……マリーさん!!<485C>,
dom2Mary_L04.mes,14,29,주인공,(き、傷だらけじゃないか.<6E5C>気を失ってるみたいだし……)<485C>,
dom2Mary_L04.mes,15,19,주인공,アントン、一体なにがあったんだ!<6E5C>?<485C>,
dom2Mary_L04.mes,16,6,UNKNOWN_44,ワンワン!<485C>,
dom2Mary_L04.mes,17,33,주인공,あ、ああ、そうだね.<6E5C>今はそんなことを言ってる<6E5C>場合じゃなかった<485C>,
dom2Mary_L04.mes,18,23,주인공,病院に連れて行かなくちゃ……<6E5C>よいしょっと!<485C>,
dom2Mary_L04.mes,19,46,주인공,(待てよ、ほんとに病院に連れてっ<6E5C>ていいのかな…….なにか複雑な<6E5C>事情がありそうだし……)<485C>,
dom2Mary_L04.mes,20,4,UNKNOWN_44,ワゥ~<485C>,
dom2Mary_L04.mes,21,37,주인공,だいじょうぶだよ、アントン.<6E5C>見たところ、それほど深刻な傷は<6E5C>なさそうだ<485C>,
dom2Mary_L04.mes,22,34,주인공,(よし、今晩はうちに泊まって<6E5C>もらって、明日一緒に病院に行こう<6E5C>)<485C>,
dom2Mary_L04.mes,23,3,[효과음/내레이션],……<485C>,
dom2Mary_L04.mes,24,5,[효과음/내레이션],…………<485C>,
dom2Mary_L04.mes,25,26,UNKNOWN_29,<012C><0000><0000><0000><0000><0000><0030><0022><0002>たしか昼飯のパンが残ってたな……<485C>,
dom2Mary_L04.mes,26,5,[효과음/내레이션],ゴソゴソ<485C>,
dom2Mary_L04.mes,27,31,주인공,はい、これお食べ.<6E5C>僕、ちょっと急いでるんだ.<6E5C>また今度な!<485C>,
dom2Mary_L04.mes,28,8,[효과음/내레이션],タッタッタ……<485C>,
dom2Mary_L04.mes,29,6,UNKNOWN_44,ワォ~ン!<485C>,
dom2Mary_L04.mes,30,8,[효과음/내레이션],タッタッタ……<485C>,
dom2Mary_L04.mes,31,23,주인공,(アントンのやつ、<6E5C>なんか必死だったな……)<485C>,
dom2Mary_L05.mes,0,12,[효과음/내레이션],♪カランコロンカラ~ン<485C>,
dom2Mary_L05.mes,1,11,King,いらっしゃい、<이름:3131>君<485C>,
dom2Mary_L05.mes,2,7,Mary,H<070C>、<이름:3131>君<485C>,
dom2Mary_L05.mes,3,21,주인공,マリーさん!<6E5C>だいじょうぶなんですか!?<485C>,
dom2Mary_L05.mes,4,9,Mary,ええ、問題ないわ<485C>,
dom2Mary_L05.mes,5,23,Mary,ごめんなさい、お礼も言わずに<6E5C>消えてしまって<485C>,
dom2Mary_L05.mes,6,17,주인공,い、いや、そんなことはいいですよ<485C>,
dom2Mary_L05.mes,7,31,Mary,ありがとう.警察や病院に通報<6E5C>しなかったことも、感謝してるわ<485C>,
dom2Mary_L05.mes,8,14,주인공,あれは……なんとなく、です<485C>,
dom2Mary_L05.mes,9,38,Mary,お礼がしたいんだけど、<6E5C>なにか欲しいものはない?<6E5C>して欲しいことでもいいわ<485C>,
dom2Mary_L05.mes,10,4,주인공,え……<485C>,
dom2Mary_L05.mes,11,9,[선택지],ありますないですよ,
dom2Mary_L05.mes,12,20,[선택지],><0001><0000><0028><001C><0002>な、なんでもいいんですか?<485C>,
dom2Mary_L05.mes,13,37,Mary,なんでも……って言われると<6E5C>ちょっと怖いけど、<6E5C>できる限りのことはするわ<485C>,
dom2Mary_L05.mes,14,26,주인공,じゃあ、そのカクテル、<6E5C>僕もいただいていいですか?<485C>,
dom2Mary_L05.mes,15,4,Mary,これ?<485C>,
dom2Mary_L05.mes,16,19,주인공,はい.<6E5C>とてもきれいなブルーですよね<485C>,
dom2Mary_L05.mes,17,10,King,<이름:3131>君、これは……<485C>,
dom2Mary_L05.mes,18,15,Mary,いいの、キング.作ってあげて<485C>,
dom2Mary_L05.mes,19,9,King,本当にいいのか?<485C>,
dom2Mary_L05.mes,20,10,Mary,ええ.被になら……<485C>,
dom2Mary_L05.mes,21,5,King,わかった<485C>,
dom2Mary_L05.mes,22,33,주인공,(な、なんだろ……もしかして、<6E5C>まずいことお願いしちゃったかな)<485C>,
dom2Mary_L05.mes,23,4,[효과음/내레이션],コトッ<485C>,
dom2Mary_L05.mes,24,8,King,どうぞ、<이름:3131>君<485C>,
dom2Mary_L05.mes,25,9,주인공,い、いただきます<485C>,
dom2Mary_L05.mes,26,4,[효과음/내레이션],ゴクッ<485C>,
dom2Mary_L05.mes,27,7,주인공,……おいしい<485C>,
dom2Mary_L05.mes,28,10,Mary,そう……よかったわ<485C>,
dom2Mary_L05.mes,29,25,주인공,ありがとうございました、<6E5C>マリーさん、キングさん<485C>,
dom2Mary_L05.mes,30,6,Mary,こちらこそ<485C>,
dom2Mary_L05.mes,31,33,King,今日は特別だ.<6E5C>本当は、マリーのためだけの<6E5C>カクテルなんだからね<485C>,
dom2Mary_L05.mes,32,4,Mary,キング<485C>,
dom2Mary_L05.mes,33,10,King,あ、あぁ、すまない<485C>,
dom2Mary_L05.mes,34,28,주인공,(や、やっぱりまずいこと<6E5C>お願いしちゃったのかな……)<485C>,
dom2Mary_L05.mes,35,32,주인공,そんな、お礼とかいいですよ.<6E5C>当たり前のことをしただけですから<485C>,
dom2Mary_L05.mes,36,10,Mary,……そう.残念だわ<485C>,
dom2Mary_L08.mes,0,7,[효과음/내레이션],ザワザワ……<485C>,
dom2Mary_L08.mes,1,54,주인공,(今日も人が多いな……<6E5C>問題起こしてばっかりなのに、)<485C>(八神先輩のライブってやっぱり<6E5C>人気あるんだなぁ)<485C>,
dom2Mary_L08.mes,2,35,주인공,(あれ?マリーさんだ.<6E5C>もしかしてマリーさんも<6E5C>八神先輩のファン?)<485C>,
dom2Mary_L08.mes,3,31,주인공,(あ……行っちゃった.<6E5C>なんだろ、急用でもできたのかな?<6E5C>)<485C>,
dom2Mary_L08.mes,4,13,[선택지],後をつけてみるライブを見る,
dom2Mary_L08.mes,5,20,주인공,(気になるな……<6E5C>ついて行ってみよう)<485C>,
dom2Mary_L08.mes,6,22,주인공,(えらく険しい顔だな……ん?<6E5C>あれは……)<485C>,
dom2Mary_L08.mes,7,39,주인공,(ゲーニッツ先生……?<6E5C>マリーさんの様子、もしかして<6E5C>先生をつけてるのか?)<485C>,
dom2Mary_L08.mes,8,6,주인공,(あ……)<485C>,
dom2Mary_L08.mes,9,24,주인공,(ふ、ふたりとも足速いな……<6E5C>見失っちゃうよ)<485C>,
dom2Mary_L08.mes,10,23,주인공,(ハァ……なんとか見失わずに<6E5C>ついて来れた)<485C>,
dom2Mary_L08.mes,11,20,주인공,(あれ?<6E5C>ゲーニッツ先生がいない……)<485C>,
dom2Mary_L08.mes,12,5,Mary,アントン<485C>,
dom2Mary_L08.mes,13,4,UNKNOWN_44,ワン!<485C>,
dom2Mary_L08.mes,14,8,[효과음/내레이션],タッタッタ……<485C>,
dom2Mary_L08.mes,15,6,UNKNOWN_44,ワンワン!<485C>,
dom2Mary_L08.mes,16,27,주인공,う、うわ!アントン、やめろ、<6E5C>ズボンを噛むなって!!<485C>,
dom2Mary_L08.mes,17,12,Mary,……なにをしているの?<485C>,
dom2Mary_L08.mes,18,24,주인공,あ……マ、マリーさん.<6E5C>いや、これは、その……<485C>,
dom2Mary_L08.mes,19,15,Mary,無用な好奇心は身を滅ぼすわよ<485C>,
dom2Mary_L08.mes,20,19,주인공,僕は……マリーさんが<6E5C>気になって……<485C>,
dom2Mary_L08.mes,21,23,Mary,女のマリーとしては、<6E5C>嬉しく受け取っておくわ<485C>,
dom2Mary_L08.mes,22,19,Mary,でも、ブルー・マリーとしては<6E5C>迷惑よ<485C>,
dom2Mary_L08.mes,23,10,주인공,す、すみません……<485C>,
dom2Mary_L08.mes,24,10,Mary,フゥ……もういいわ<485C>,
dom2Mary_L08.mes,25,33,Mary,イリュージョンへ行きましょう.<6E5C>おわびに1杯付き合ってちょうだい<485C>,
dom2Mary_L08.mes,26,6,주인공,は、はい!<485C>,
dom2Mary_L08.mes,27,34,주인공,(それにしても……なんで<6E5C>ゲーニッツ先生を<6E5C>尾行してたのかな……)<485C>,
dom2Mary_L08.mes,28,24,UNKNOWN_29,<0194><0000><0000><0000><0000><0000><002C><001E><0002>(もうすぐライブが始まるな)<485C>,
dom2Mary_L08.mes,29,5,[효과음/내레이션],キャー!<485C>,
dom2Mary_L08.mes,30,11,주인공,(す、すごい歓声だ)<485C>,
dom2Mary_L08.mes,31,1,[효과음/내레이션],♪,
dom2Mary_L08.mes,32,1,[효과음/내레이션],♪,
dom2Mary_L08.mes,33,2,[효과음/내레이션],♪<485C>,
dom2Mary_L08.mes,34,22,UNKNOWN_41,永遠に見上げ続けろ、<6E5C>あの月と俺とをな……<485C>,
dom2Mary_L08.mes,35,5,[효과음/내레이션],キャー!<485C>,
dom2Mary_L08.mes,36,31,주인공,(クールで格好いいな、八神先輩<6E5C>……草薙先輩さえいなければ)<485C>,
dom2Mary_L09.mes,0,12,[효과음/내레이션],♪カランコロンカラ~ン<485C>,
dom2Mary_L09.mes,1,7,King,いらっしゃい<485C>,
dom2Mary_L09.mes,2,9,주인공,ども、キングさん<485C>,
dom2Mary_L09.mes,3,12,주인공,こんにちは、マリーさん<485C>,
dom2Mary_L09.mes,4,12,Mary,H<070C>、一緒に飲まない?<485C>,
dom2Mary_L09.mes,5,8,주인공,いいんですか?<485C>,
dom2Mary_L09.mes,6,20,Mary,ええ.<6E5C>少しおしゃべりをしたい気分なの<485C>,
dom2Mary_L09.mes,7,14,주인공,……なにかあったんですか?<485C>,
dom2Mary_L09.mes,8,10,Mary,心が……凍ったのよ<485C>,
dom2Mary_L09.mes,9,3,주인공,え?<485C>,
dom2Mary_L09.mes,10,22,Mary,ほんの少しだけ、<6E5C>昔話に付き合ってくれる?<485C>,
dom2Mary_L09.mes,11,7,주인공,……もちろん<485C>,
dom2Mary_L09.mes,12,6,Mary,ありがとう<485C>,
dom2Mary_L09.mes,13,44,Mary,……昔、マリー・ライアンという<6E5C>女がいたの.父親はシークレット・<6E5C>サービスをしていたわ<485C>,
dom2Mary_L09.mes,14,32,Mary,ある日、父は優秀な部下と共に、<6E5C>大統領の護衛をすることになった<485C>,
dom2Mary_L09.mes,15,19,주인공,すごいですね……<6E5C>大統領の護衛ですか<485C>,
dom2Mary_L09.mes,16,40,Mary,父は私の誇りだったわ.<6E5C>強くて、優しくて、気高くて、<6E5C>誰よりも平和を愛していた<485C>,
dom2Mary_L09.mes,17,50,Mary,……2年前、その父が、大統領の<6E5C>暗殺を企てたグループの凶弾に倒れた<6E5C>の.私の愛した人と一緒にね……<485C>,
dom2Mary_L09.mes,18,17,주인공,……お父さんの部下の人、ですか?<485C>,
dom2Mary_L09.mes,19,33,Mary,ええ.私のために、このカクテル、<6E5C>ブルー・マリーを作ってくれた人<485C>,
dom2Mary_L09.mes,20,27,주인공,ブルー・マリーって……<6E5C>カクテルの名前だったんですか<485C>,
dom2Mary_L09.mes,21,20,Mary,今は私の名前よ.<6E5C>あの日からずっと、ね<485C>,
dom2Mary_L09.mes,22,24,주인공,……マリー・ライアンには、<6E5C>戻らないんですか?<485C>,
dom2Mary_L09.mes,23,23,Mary,今はまだ……無理.<6E5C>心が凍ったままだから……<485C>,
dom2Mary_L09.mes,24,3,주인공,……<485C>,
dom2Mary_L09.mes,25,17,Mary,ごめんなさい、つまらない話をして<485C>,
dom2Mary_L09.mes,26,9,주인공,いや、そんな……<485C>,
dom2Mary_L09.mes,27,22,Mary,なんとなく……あなたに<6E5C>閉いてほしかったの<485C>,
dom2Mary_L09.mes,28,13,주인공,え、それってどういう……<485C>,
dom2Mary_L09.mes,29,15,Mary,フフ、少し酔ったみたいね……<485C>,
dom2Mary_L10.mes,0,14,주인공,(さて……どうしようかな)<485C>,
dom2Mary_L10.mes,1,3,UNKNOWN_1e,H<070C><485C>,
dom2Mary_L10.mes,2,24,주인공,マリーさん.どうしたんですか、<6E5C>こんなところで<485C>,
dom2Mary_L10.mes,3,53,Mary,仕事よ.<6E5C>これから依頼主に会いに行くの<485C>これまで代理を立てていたけど、<6E5C>ようやく直接会う気になったみたい<485C>,
dom2Mary_L10.mes,4,25,주인공,だ、だいじょうぶなんですか?<6E5C>危ないこととか……<485C>,
dom2Mary_L10.mes,5,25,Mary,私を誰だと思ってるの?<6E5C>だいじょうぶよ.じゃあね<485C>,
dom2Mary_L10.mes,6,12,주인공,……ぼ、僕も行きます!<485C>,
dom2Mary_L10.mes,7,21,Mary,は?なにを言ってるの?<6E5C>遊びじゃないのよ<485C>,
dom2Mary_L10.mes,8,8,주인공,僕も、行きます<485C>,
dom2Mary_L10.mes,9,35,Mary,あのね、そんなことされても、<6E5C>私は全然うれしくない.<6E5C>むしろ迷惑だわ<485C>,
dom2Mary_L10.mes,10,5,주인공,行きます<485C>,
dom2Mary_L10.mes,11,5,Mary,!<020A>……<485C>,
dom2Mary_L10.mes,12,3,주인공,……<485C>,
dom2Mary_L10.mes,13,28,Mary,フゥ……好きにすれば?<6E5C>なにがあっても私は知らないわよ<485C>,
dom2Mary_L10.mes,14,4,주인공,はい!<485C>,
dom2Mary_L10.mes,15,19,Mary,あそこにいるのが、<6E5C>今回の依頼主……<485C>,
dom2Mary_L10.mes,16,10,주인공,え?あ、あれは……<485C>,
dom2Mary_L10.mes,17,6,주인공,あ、あれ?<485C>,
dom2Mary_L10.mes,18,7,주인공,マリーさん?<485C>,
dom2Mary_L10.mes,19,9,주인공,マリーさん……?<485C>,
dom2Mary_L10.mes,20,29,주인공,……古典的な手にひっかかったなぁ<6E5C>.……見失っちゃったよ<485C>,
dom2Mary_M01.mes,0,12,[효과음/내레이션],♪カランコロンカラ~ン<485C>,
dom2Mary_M01.mes,1,31,주인공,あ、マリーさん、こんばんは.<6E5C>今日はお仕事じゃないんですか?<485C>,
dom2Mary_M01.mes,2,27,Mary,ええ、今回の仕事は一段落着いたわ<6E5C>.でも、どうして?<485C>,
dom2Mary_M01.mes,3,20,주인공,いや、いつもと着てる服が<6E5C>違うから……<485C>,
dom2Mary_M01.mes,4,24,Mary,目ざといわね.<6E5C>意外にプレイボーイ君なのかな?<485C>,
dom2Mary_M01.mes,5,16,주인공,そ、そんな、とんでもないですよ<485C>,
dom2Mary_M01.mes,6,8,Mary,フフ、そう……<485C>,
dom2Mary_M01.mes,7,31,Mary,でも、そうやって細かい変化に<6E5C>気づいてもらえると嬉しいものよ<485C>,
dom2Mary_M01.mes,8,22,주인공,(めずらしくマリーさんが<6E5C>笑ってくれた!)<485C>,
dom2Mary_M01.mes,9,46,주인공,(どうしよう、仕事のことも気<6E5C>になるけど、このままの流れで話を<6E5C>続けたほうがいいかな……)<485C>,
dom2Mary_M01.mes,10,16,[선택지],仕事のことを閉くこのままの流れで,
dom2Mary_M01.mes,11,59,주인공,そういえば、マリーさんって仕事で<6E5C>この街に来てたんですよね?<485C>それが終わったってことは、<6E5C>もう街から離れるんですか?<485C>,
dom2Mary_M01.mes,12,64,Mary,……そのつもりだったんだけど、<6E5C>この街にはまだ調べなきゃ<6E5C>いけないことが残ってるわ<485C>だから、もうしばらく、<6E5C>ここにいるつもりよ<485C>,
dom2Mary_M01.mes,13,22,주인공,(調べなきゃいけないこと……<6E5C>なんだろ?)<485C>,
dom2Mary_M01.mes,14,22,주인공,あの……とっても、似合ってますよ<6E5C>、その服<485C>,
dom2Mary_M01.mes,15,28,Mary,久しぶりにそんなことを言われた<6E5C>気がするわ.ありがとう<485C>,
dom2Mary_M01.mes,16,20,주인공,(喜んでくれたみたいだな.<6E5C>よかった)<485C>,
dom2Mary_M02.mes,0,7,[효과음/내레이션],ガヤガヤ……<485C>,
dom2Mary_M02.mes,1,32,주인공,(なんかにぎやかだな.<6E5C>そりゃそうか、<6E5C>明日は夏祭りだもんな)<485C>,
dom2Mary_M02.mes,2,30,주인공,(もう浴衣を着てる人もいる…….<6E5C>前夜祭でもやるのかな?)<485C>,
dom2Mary_M02.mes,3,5,UNKNOWN_1e,ワンワン<485C>,
dom2Mary_M02.mes,4,30,주인공,アントン!マリーさんも.<6E5C>めずらしいですね、こんなところで<485C>,
dom2Mary_M02.mes,5,19,Mary,楽しそうね、サマーフェスティバル<6E5C>?<485C>,
dom2Mary_M02.mes,6,11,주인공,そうです、夏祭りです<485C>,
dom2Mary_M02.mes,7,13,Mary,いいわね、にぎやかなのは<485C>,
dom2Mary_M02.mes,8,24,주인공,(マリーさん、一緒に行く人<6E5C>いないのかな……)<485C>,
dom2Mary_M02.mes,9,10,[선택지],誘ってみるやめておく,
dom2Mary_M02.mes,10,31,[선택지],<019C><0001><0000><0040><0032><0002>マリーさん、明日の夏祭り、<6E5C>一緒に行きませんか?<485C>,
dom2Mary_M02.mes,11,5,Mary,え……?<485C>,
dom2Mary_M02.mes,12,8,주인공,忙しいですか?<485C>,
dom2Mary_M02.mes,13,11,Mary,そんなことはないけど<485C>,
dom2Mary_M02.mes,14,20,주인공,じゃあ、行きましょう!<6E5C>楽しいですよ!<485C>,
dom2Mary_M02.mes,15,4,UNKNOWN_44,ワン!<485C>,
dom2Mary_M02.mes,16,12,Mary,O<051C>!楽しみにしとくわ<485C>,
dom2Mary_M02.mes,17,22,주인공,(やった!<6E5C>マリーさんとお祭りデートだ!)<485C>,
dom2Mary_M02.mes,18,39,UNKNOWN_29,<0140><0000><0000><0000><0000><0000><0048><003C><0002>(きっと忙しいよな.誘われても<6E5C>困るだろうし、やめとこう)<485C>,
dom2Mary_M02.mes,19,24,Mary,なんだか動きにくそうな服を<6E5C>着てる人がいるわね<485C>,
dom2Mary_M02.mes,20,28,주인공,あぁ、浴衣ですか.マリーさんは<6E5C>着たことないんですか?<485C>,
dom2Mary_M02.mes,21,14,Mary,ええ.一度着てみたいものね<485C>,
dom2Mary_M02.mes,22,21,주인공,(マリーさんの浴衣……<6E5C>似合うだろうな)<485C>,
dom2Mary_S01.mes,0,17,주인공,(あれ、あの人……マリーさん?)<485C>,
dom2Mary_S01.mes,1,11,Mary,H<070C>、<이름:3131>君じゃない<485C>,
dom2Mary_S01.mes,2,27,주인공,どうも、マリーさん.<6E5C>今日はお仕事じゃないんですか?<485C>,
dom2Mary_S01.mes,3,11,Mary,いいえ、今も仕事中よ<485C>,
dom2Mary_S01.mes,4,32,주인공,え……お仕事中ですか?<6E5C>なにやってるんです、<6E5C>こんなところで?<485C>,
dom2Mary_S01.mes,5,25,Mary,悪いけど、余計な詮索をされるのは<6E5C>好きじゃないの<485C>,
dom2Mary_S01.mes,6,13,주인공,す、すみません、つい……<485C>,
dom2Mary_S01.mes,7,10,Mary,じゃあ、私は行くわ<485C>,
dom2Mary_S01.mes,8,5,주인공,は、はい<485C>,
dom2Mary_S01.mes,9,55,주인공,(……OLってわけじゃ<6E5C>なさそうだな)<485C>(なにやってる人なんだろ……<6E5C>って、詮索しちゃいけないん<6E5C>だったな)<485C>,
dom2Mary_S01.mes,10,75,UNKNOWN_29,m<0000><0000><0000><0000><0003><004B><0003><0001><0388><0001><0002><0008><0003><0003><0030><0001><0011><0003><0000><0000><0000><0000><0006><000A><0004><0000><0000><0001><0029><0024><0000><0000><0000><0000><0011><000A><0000><0000><0000><0000><0006><000A><0006><0000><0000><0001><0018><000D><0000><0001><0000><0000><002A><0000><0000><0000><0000><0000><000E><000B><FFFF><0000><0000><0000><0000><0018><000C><0002>マリーさん<485C>,
dom2Mary_S01.mes,11,14,Mary,H<070C>、<이름:3131>君.どうしたの?<485C>,
dom2Mary_S01.mes,12,11,주인공,今日もお仕事ですか?<485C>,
dom2Mary_S01.mes,13,24,Mary,ええ、そうよ.私の仕事には<6E5C>休日なんてないから<485C>,
dom2Mary_S01.mes,14,15,주인공,す、すごいなぁ……大変そうだ<485C>,
dom2Mary_S01.mes,15,7,Mary,そうかしら?<485C>,
dom2Mary_S01.mes,16,46,Mary,みんな、なにかしら大変なものを<6E5C>抱えて生きていると思うから、<6E5C>そんなに特別なことではないわ<485C>,
dom2Mary_S01.mes,17,10,주인공,そんなもんですか?<485C>,
dom2Mary_S01.mes,18,25,Mary,あなたにはまだ、わからないかも<6E5C>しれないわね……<485C>,
dom2Mary_S01.mes,19,31,주인공,僕にとって大変なものといったら、<6E5C>今はゼミの課題ですかね……<485C>,
dom2Mary_S01.mes,20,5,Mary,……そう<485C>,
dom2Mary_S01.mes,21,13,주인공,(あ、あれ、怒ってる?)<485C>,
dom2Mary_S01.mes,22,22,주인공,(え~っと、他に大変なものと<6E5C>いえば……)<485C>,
dom2Mary_S01.mes,23,13,Mary,悪いけど、そろそろ行くわ<485C>,
dom2Mary_S01.mes,24,9,주인공,行っちゃった……<485C>,
dom2Mary_S01.mes,25,5,UNKNOWN_44,ワンワン<485C>,
dom2Mary_S01.mes,26,7,Mary,あら、<이름:3131>君<485C>,
dom2Mary_S01.mes,27,10,주인공,どうも、マリーさん<485C>,
dom2Mary_S01.mes,28,3,Mary,……<485C>,
dom2Mary_S01.mes,29,3,주인공,……<485C>,
dom2Mary_S01.mes,30,14,Mary,……仕事のこと閉かないのね<485C>,
dom2Mary_S01.mes,31,29,주인공,お仕事のことを閉くと、<6E5C>マリーさんを怒らせちゃうんで……<485C>,
dom2Mary_S01.mes,32,9,Mary,そうだったかしら<485C>,
dom2Mary_S01.mes,33,43,Mary,でも、首を突っ込むと危険な<6E5C>ことはたしかだから、あまり私に<6E5C>関わらないほうがいいわね<485C>,
dom2Mary_S01.mes,34,24,주인공,そ、そんな危険な仕事なんですか…<6E5C>…大変ですね<485C>,
dom2Mary_S01.mes,35,14,Mary,ハンパな同情ならいらないわ<485C>,
dom2Mary_S01.mes,36,8,주인공,す、すみません<485C>,
dom2Mary_S01.mes,37,20,Mary,じゃあね、<이름:3131>君.アントン、<6E5C>行くわよ<485C>,
dom2Mary_S01.mes,38,3,UNKNOWN_44,ワン<485C>,
dom2Mary_S01.mes,39,20,주인공,(ハァ……<6E5C>また怒らせちゃったよ……)<485C>,
dom2Mary_S02.mes,0,16,주인공,(さて、と……どうしようかな)<485C>,
dom2Mary_S02.mes,1,5,UNKNOWN_1e,バウッ!<485C>,
dom2Mary_S02.mes,2,31,주인공,うお、っと.<6E5C>あれ、アントンじゃないか.<6E5C>ひとりで散歩かい?<485C>,
dom2Mary_S02.mes,3,5,UNKNOWN_44,ワンワン<485C>,
dom2Mary_S02.mes,4,10,주인공,あ……行っちゃった<485C>,
dom2Mary_S02.mes,5,19,주인공,(ちょっと付いて行ってみようかな<6E5C>)<485C>,
dom2Mary_S02.mes,6,10,[효과음/내레이션],タッタッタッタ……<485C>,
dom2Mary_S02.mes,7,8,주인공,あ、マリーさん<485C>,
dom2Mary_S02.mes,8,16,Mary,どうしたの、なにか急ぎの用事?<485C>,
dom2Mary_S02.mes,9,16,주인공,い、いえ、そういうわけじゃ……<485C>,
dom2Mary_S02.mes,10,21,Mary,そう、それじゃあね.<6E5C>行くわよ、アントン<485C>,
dom2Mary_S02.mes,11,37,주인공,(アントンのいるところ、<6E5C>マリーさんあり、か.<6E5C>ほんとに仲良しだな……)<485C>,
dom2Mary_S02.mes,12,58,UNKNOWN_29,<02D0><0000><0000><0000><0000><0003><004C><0003><0001><02B8><0001><0011><0003><0000><0000><0000><0000><0006><000A><0004><0000><0000><0001><0018><000D><0000><0001><0000><0000><002A><0000><0000><0000><0000><0000><000E><000B><FFFF><0000><0000><0000><0000><0028><001A><003C>あ、<이름:3131>君、いいところに<485C>,
dom2Mary_S02.mes,13,20,주인공,あれ、マリーさん.<6E5C>どうしたんですか?<485C>,
dom2Mary_S02.mes,14,46,Mary,ちょっと買い物したいんだけど、<6E5C>初めての街だから、どこになにが<6E5C>あるのかよくわからなくてね<485C>,
dom2Mary_S02.mes,15,23,Mary,よかったら、街を案内してもらえ<6E5C>ないかしら?<485C>,
dom2Mary_S02.mes,16,17,주인공,いいですよ.なにを買うんですか?<485C>,
dom2Mary_S02.mes,17,11,Mary,ビーフカップの材料よ<485C>,
dom2Mary_S02.mes,18,8,주인공,ビーフカップ?<485C>,
dom2Mary_S02.mes,19,10,Mary,ああ、<3418>丼のことよ<485C>,
dom2Mary_S02.mes,20,10,주인공,そ、そうですか……<485C>,
dom2Mary_S02.mes,21,29,Mary,さ、案内してちょうだい.<6E5C>とびっきりの<3418>肉が買えるお店へ<485C>,
dom2Mary_S02.mes,22,5,주인공,は、はい<485C>,
dom2Mary_S02.mes,23,24,주인공,(<3418>肉のことはビーフとは<6E5C>言わないんだな……)<485C>,
